Parameters:
Lambda;0.001
Initial N;10000
Delta t;0.001
T (time steps);25
Number of experiments;1000
Nu;1

Time;FailureMean;FailureMean+Sqrt(Var);AnalyticalMean;AnalyticalMean+sqrt(Var);
;9,79;12,83;9,99;13,15;
;9,67;12,71;9,99;13,15;
2,50;9,71;12,75;9,99;13,15;
;9,85;12,83;9,99;13,15;
;9,82;12,73;9,99;13,15;
;9,73;12,62;9,99;13,15;
;9,84;12,65;9,99;13,15;
;9,79;12,76;9,99;13,15;
;9,96;13,09;9,99;13,15;
;10,02;13,34;9,99;13,15;
;9,94;13,39;9,99;13,15;
;9,89;13,31;9,99;13,15;
;9,62;12,99;9,99;13,15;
;9,57;12,91;9,99;13,15;
;9,58;12,79;9,99;13,15;
;9,54;12,61;9,99;13,15;
;9,45;12,38;9,99;13,15;
;9,48;12,53;9,99;13,15;
;9,44;12,41;9,99;13,15;
;9,47;12,31;9,99;13,15;
3,00;9,46;12,36;9,99;13,15;
;9,45;12,40;9,99;13,15;
;9,56;12,61;9,99;13,15;
;9,53;12,60;9,99;13,15;
;9,60;12,78;9,99;13,15;
;9,66;12,67;9,99;13,15;
;9,72;12,63;9,99;13,15;
;9,69;12,63;9,99;13,15;
;9,75;12,77;9,99;13,15;
;9,82;12,93;9,99;13,15;
;9,78;12,75;9,99;13,15;
;9,83;12,97;9,99;13,15;
;9,75;12,87;9,99;13,15;
;9,77;13,09;9,99;13,15;
;9,90;13,11;9,99;13,15;
;9,97;13,16;9,99;13,15;
;9,97;13,22;9,99;13,15;
;9,85;13,21;9,99;13,15;
3,50;9,94;13,24;9,99;13,15;
;9,95;13,26;9,99;13,15;
;9,84;13,30;9,99;13,15;
;9,91;13,28;9,99;13,15;
;9,93;13,28;9,99;13,15;
;9,70;13,11;9,99;13,15;
;9,63;12,92;9,99;13,15;
;9,69;12,87;9,99;13,15;
;9,76;13,05;9,99;13,15;
;9,74;13,11;9,99;13,15;
;9,67;12,95;9,99;13,15;
;9,84;13,09;9,99;13,15;
;9,86;13,00;9,99;13,15;
;10,11;13,41;9,99;13,15;
;10,21;13,46;9,99;13,15;
;9,98;13,14;9,99;13,15;
;9,96;13,05;9,99;13,15;
;9,89;12,93;9,99;13,15;
4,00;9,98;13,15;9,99;13,15;
;10,07;13,18;9,99;13,15;
;10,19;13,38;9,99;13,15;
;10,28;13,49;9,99;13,15;
;10,23;13,49;9,99;13,15;
;10,41;13,52;9,99;13,15;
;10,30;13,38;9,99;13,15;
;10,33;13,32;9,99;13,15;
;10,25;13,24;9,99;13,15;
;10,37;13,37;9,99;13,15;
;10,29;13,39;9,99;13,15;
;10,23;13,44;9,99;13,15;
;10,34;13,60;9,99;13,15;
;10,23;13,32;9,99;13,15;
;10,21;13,27;9,99;13,15;
;10,17;13,27;9,99;13,15;
;10,16;13,36;9,99;13,15;
;9,82;12,98;9,99;13,15;
4,50;9,68;12,92;9,99;13,15;
;9,69;12,91;9,99;13,15;
;9,75;12,97;9,99;13,15;
;9,95;13,11;9,99;13,15;
;9,86;12,78;9,99;13,15;
;9,86;12,80;9,99;13,15;
;9,72;12,76;9,99;13,15;
;9,54;12,55;9,99;13,15;
;9,47;12,44;9,99;13,15;
;9,64;12,86;9,99;13,15;
;9,72;12,96;9,99;13,15;
;9,76;13,11;9,99;13,15;
;9,88;13,30;9,99;13,15;
;9,78;13,28;9,99;13,15;
;9,66;13,06;9,99;13,15;
;9,81;13,07;9,99;13,15;
;9,63;12,96;9,99;13,15;
;9,74;13,05;9,99;13,15;
5,00;9,76;13,03;9,99;13,15;
;9,58;12,71;9,99;13,15;
;9,78;12,96;9,99;13,15;
;9,84;12,98;9,99;13,15;
;9,97;13,22;9,99;13,15;
;10,00;13,09;9,99;13,15;
;10,00;13,14;9,99;13,15;
;9,87;13,08;9,99;13,15;
;9,85;13,07;9,99;13,15;
;9,95;13,22;9,99;13,15;
;10,10;13,30;9,99;13,15;
;10,16;13,34;9,99;13,15;
;10,15;13,26;9,99;13,15;
;10,19;13,21;9,99;13,15;
;10,23;13,60;9,99;13,15;
;10,10;13,45;9,99;13,15;
;10,14;13,26;9,99;13,15;
;10,21;13,22;9,99;13,15;
5,50;10,08;13,14;9,99;13,15;
;10,25;13,39;9,99;13,15;
;10,06;13,19;9,99;13,15;
;10,27;13,42;9,99;13,15;
;10,48;13,61;9,99;13,15;
;10,48;13,80;9,99;13,15;
;10,41;13,83;9,99;13,15;
;10,41;13,77;9,99;13,15;
;10,22;13,41;9,99;13,15;
;9,95;13,04;9,99;13,15;
;9,96;12,96;9,99;13,15;
;9,88;12,89;9,99;13,15;
;9,89;12,90;9,99;13,15;
;9,89;12,80;9,99;13,15;
;10,04;12,91;9,99;13,15;
;9,69;12,64;9,99;13,15;
;9,80;12,79;9,99;13,15;
;9,70;12,63;9,99;13,15;
6,00;9,67;12,75;9,99;13,15;
;9,60;12,66;9,99;13,15;
;9,56;12,63;9,99;13,15;
;9,54;12,54;9,99;13,15;
;9,70;12,58;9,99;13,15;
;9,72;12,56;9,99;13,15;
;9,82;12,65;9,99;13,15;
;9,67;12,52;9,99;13,15;
;9,56;12,49;9,99;13,15;
;9,50;12,38;9,99;13,15;
;9,71;12,67;9,99;13,15;
;9,81;12,80;9,99;13,15;
;9,88;12,84;9,99;13,15;
;9,83;12,99;9,99;13,15;
;9,76;12,94;9,99;13,15;
;9,87;13,07;9,99;13,15;
;9,99;13,13;9,99;13,15;
;9,78;12,77;9,99;13,15;
6,50;9,86;12,87;9,99;13,15;
;9,79;12,90;9,99;13,15;
;9,74;12,53;9,99;13,15;
;9,64;12,51;9,99;13,15;
;9,71;12,74;9,99;13,15;
;9,63;12,64;9,99;13,15;
;9,59;12,61;9,99;13,15;
;9,65;12,74;9,99;13,15;
;9,79;12,74;9,99;13,15;
;9,61;12,54;9,99;13,15;
;9,92;12,75;9,99;13,15;
;9,81;12,64;9,99;13,15;
;9,72;12,57;9,99;13,15;
;9,77;12,68;9,99;13,15;
;9,68;12,62;9,99;13,15;
;9,77;12,84;9,99;13,15;
