Time;FailureMean;FailureMean+Sqrt(Var);AnalyticalMean;AnalyticalMean+sqrt(Var);;;Parameters:;
;4246,64;4295,76;4413,18;4462,84;;;;
;4247,37;4296,42;4413,19;4462,84;;;;
;4247,95;4296,93;4413,19;4462,84;;;;
;4248,64;4297,65;4413,19;4462,85;;;;
;4249,36;4298,28;4413,2;4462,85;;;;
;4249,94;4298,98;4413,2;4462,86;;;;
;4250,65;4299,64;4413,21;4462,86;;;;
;4251,38;4300,26;4413,21;4462,86;;;;
;4251,95;4300,81;4413,21;4462,87;;;;
;4252,53;4301,31;4413,22;4462,87;;;;
;4253,17;4301,87;4413,22;4462,87;;;;
;4253,9;4302,59;4413,22;4462,88;;;;
;4254,54;4303;4413,23;4462,88;;;;
;4255,14;4303,59;4413,23;4462,88;;;;
;4255,74;4304,24;4413,23;4462,89;;;;
;4256,42;4304,94;4413,24;4462,89;;;;
;4257,11;4305,64;4413,24;4462,89;;;;
;4257,81;4306,26;4413,24;4462,9;;;;
;4258,5;4306,95;4413,24;4462,9;;;;
;4259,01;4307,44;4413,25;4462,9;;;;
;4259,72;4308,28;4413,25;4462,9;;;;
;4260,22;4308,91;4413,25;4462,91;;;;
;4260,77;4309,47;4413,26;4462,91;;;;
;4261,32;4309,96;4413,26;4462,91;;;;
;4261,88;4310,5;4413,26;4462,92;;;;
;4262,49;4311,14;4413,26;4462,92;;;;
;4263,07;4311,65;4413,27;4462,92;;;;
;4263,62;4312,27;4413,27;4462,92;;;;
;4264,14;4312,72;4413,27;4462,93;;;;
;4264,66;4313,19;4413,27;4462,93;;;;
;4265,19;4313,72;4413,28;4462,93;;;;
;4265,87;4314,33;4413,28;4462,93;;;;
;4266,35;4314,77;4413,28;4462,94;;;;
;4266,81;4315,22;4413,28;4462,94;;;;
;4267,46;4315,94;4413,28;4462,94;;;;
;4268,03;4316,6;4413,29;4462,94;;;;
;4268,59;4317,07;4413,29;4462,94;;;;
;4269,17;4317,64;4413,29;4462,95;;;;
;4269,71;4318,06;4413,29;4462,95;;;;
;4270,27;4318,53;4413,3;4462,95;;;;
;4270,83;4319,13;4413,3;4462,95;;;;
;4271,39;4319,73;4413,3;4462,95;;;;
;4271,84;4320,18;4413,3;4462,96;;;;
;4272,45;4320,84;4413,3;4462,96;;;;
;4273;4321,41;4413,31;4462,96;;;;
;4273,52;4321,95;4413,31;4462,96;;;;
;4274,07;4322,5;4413,31;4462,96;;;;
;4274,57;4323,04;4413,31;4462,97;;;;
;4275,02;4323,53;4413,31;4462,97;;;;
;4275,44;4324,02;4413,31;4462,97;;;;
;4275,9;4324,48;4413,32;4462,97;;;;
;4276,36;4324,88;4413,32;4462,97;;;;
;4276,77;4325,38;4413,32;4462,97;;;;
;4277,16;4325,8;4413,32;4462,98;;;;
;4277,65;4326,31;4413,32;4462,98;;;;
;4278,13;4326,74;4413,32;4462,98;;;;
;4278,71;4327,17;4413,32;4462,98;;;;
;4278,98;4327,44;4413,33;4462,98;;;;
;4279,46;4327,93;4413,33;4462,98;;;;
;4279,94;4328,38;4413,33;4462,98;;;;
;4280,41;4328,84;4413,33;4462,99;;;;
;4280,95;4329,54;4413,33;4462,99;;;;
;4281,37;4329,99;4413,33;4462,99;;;;
;4281,77;4330,39;4413,33;4462,99;;;;
;4282,25;4330,89;4413,34;4462,99;;;;
;4282,68;4331,35;4413,34;4462,99;;;;
;4283,12;4331,84;4413,34;4462,99;;;;
;4283,53;4332,4;4413,34;4462,99;;;;
;4284;4332,83;4413,34;4463;;;;
;4284,54;4333,4;4413,34;4463;;;;
;4285,07;4333,81;4413,34;4463;;;;
;4285,56;4334,3;4413,34;4463;;;;
;4285,97;4334,72;4413,35;4463;;;;
;4286,35;4335,13;4413,35;4463;;;;
;4286,65;4335,37;4413,35;4463;;;;
;4287,13;4335,85;4413,35;4463;;;;
;4287,44;4336,17;4413,35;4463;;;;
;4287,89;4336,71;4413,35;4463,01;;;;
;4288,33;4337,03;4413,35;4463,01;;;;
;4288,81;4337,38;4413,35;4463,01;;;;
;4289,05;4337,66;4413,35;4463,01;;;;
;4289,45;4338,01;4413,35;4463,01;;;;
;4289,79;4338,4;4413,36;4463,01;;;;
;4290,23;4338,97;4413,36;4463,01;;;;
;4290,61;4339,24;4413,36;4463,01;;;;
;4290,96;4339,59;4413,36;4463,01;;;;
;4291,52;4340,04;4413,36;4463,01;;;;
;4291,92;4340,42;4413,36;4463,01;;;;
;4292,25;4340,75;4413,36;4463,02;;;;
;4292,61;4341,12;4413,36;4463,02;;;;
;4292,94;4341,55;4413,36;4463,02;;;;
;4293,38;4341,99;4413,36;4463,02;;;;
;4293,7;4342,34;4413,36;4463,02;;;;
;4294,24;4342,96;4413,37;4463,02;;;;
;4294,68;4343,37;4413,37;4463,02;;;;
;4295,13;4343,79;4413,37;4463,02;;;;
;4295,54;4344,19;4413,37;4463,02;;;;
;4295,9;4344,58;4413,37;4463,02;;;;
;4296,18;4344,85;4413,37;4463,02;;;;
;4296,68;4345,47;4413,37;4463,02;;;;
;4297,06;4345,92;4413,37;4463,02;;;;
;4297,36;4346,38;4413,37;4463,03;;;;
;4297,76;4346,87;4413,37;4463,03;;;;
;4298,2;4347,35;4413,37;4463,03;;;;
;4298,62;4347,89;4413,37;4463,03;;;;
;4299,05;4348,3;4413,37;4463,03;;;;
;4299,38;4348,63;4413,37;4463,03;;;;
;4299,74;4349,04;4413,37;4463,03;;;;
;4300,06;4349,4;4413,38;4463,03;;;;
;4300,43;4349,77;4413,38;4463,03;;;;
;4300,75;4350;4413,38;4463,03;;;;
;4301,16;4350,43;4413,38;4463,03;;;;
;4301,59;4350,86;4413,38;4463,03;;;;
;4302;4351,27;4413,38;4463,03;;;;
;4302,37;4351,64;4413,38;4463,03;;;;
;4302,73;4352,03;4413,38;4463,03;;;;
;4303,13;4352,34;4413,38;4463,03;;;;
;4303,4;4352,66;4413,38;4463,03;;;;
;4303,64;4352,85;4413,38;4463,04;;;;
;4303,89;4353,07;4413,38;4463,04;;;;
;4304,15;4353,22;4413,38;4463,04;;;;
;4304,57;4353,76;4413,38;4463,04;;;;
;4305,01;4354,28;4413,38;4463,04;;;;
;4305,3;4354,63;4413,38;4463,04;;;;
;4305,61;4354,9;4413,38;4463,04;;;;
;4306,04;4355,3;4413,38;4463,04;;;;
;4306,3;4355,54;4413,38;4463,04;;;;
;4306,65;4355,93;4413,38;4463,04;;;;
;4306,96;4356,22;4413,38;4463,04;;;;
;4307,31;4356,52;4413,39;4463,04;;;;
;4307,83;4357,01;4413,39;4463,04;;;;
;4308,19;4357,37;4413,39;4463,04;;;;
;4308,48;4357,58;4413,39;4463,04;;;;
;4308,81;4357,96;4413,39;4463,04;;;;
;4309,22;4358,33;4413,39;4463,04;;;;
;4309,54;4358,65;4413,39;4463,04;;;;
;4309,81;4358,86;4413,39;4463,04;;;;
;4310,21;4359,24;4413,39;4463,04;;;;
;4310,45;4359,4;4413,39;4463,04;;;;
;4310,74;4359,76;4413,39;4463,04;;;;
;4311;4360,07;4413,39;4463,04;;;;
;4311,33;4360,39;4413,39;4463,04;;;;
;4311,65;4360,63;4413,39;4463,04;;;;
;4311,99;4360,95;4413,39;4463,05;;;;
;4312,3;4361,22;4413,39;4463,05;;;;
;4312,64;4361,51;4413,39;4463,05;;;;
;4312,91;4361,71;4413,39;4463,05;;;;
;4313,2;4361,95;4413,39;4463,05;;;;
;4313,45;4362,2;4413,39;4463,05;;;;
;4313,73;4362,48;4413,39;4463,05;;;;
;4314,08;4362,84;4413,39;4463,05;;;;
;4314,35;4363,01;4413,39;4463,05;;;;
;4314,74;4363,37;4413,39;4463,05;;;;
;4315,1;4363,75;4413,39;4463,05;;;;
;4315,33;4363,93;4413,39;4463,05;;;;
;4315,65;4364,18;4413,39;4463,05;;;;
;4315,81;4364,36;4413,39;4463,05;;;;
;4316,03;4364,6;4413,39;4463,05;;;;
;4316,22;4364,77;4413,39;4463,05;;;;
;4316,6;4365,19;4413,39;4463,05;;;;
;4316,82;4365,42;4413,39;4463,05;;;;
;4317,08;4365,76;4413,4;4463,05;;;;
;4317,54;4366,1;4413,4;4463,05;;;;
;4317,89;4366,36;4413,4;4463,05;;;;
;4318,18;4366,6;4413,4;4463,05;;;;
;4318,37;4366,75;4413,4;4463,05;;;;
;4318,63;4367,1;4413,4;4463,05;;;;
;4318,88;4367,35;4413,4;4463,05;;;;
2;4319,24;4367,7;4413,4;4463,05;;;;
;4319,5;4367,94;4413,4;4463,05;;;;
;4319,68;4368,19;4413,4;4463,05;;;;
;4320,03;4368,45;4413,4;4463,05;;;;
;4320,25;4368,64;4413,4;4463,05;;;;
;4320,52;4368,95;4413,4;4463,05;;;;
;4320,77;4369,22;4413,4;4463,05;;;;
;4321,01;4369,43;4413,4;4463,05;;;;
;4321,2;4369,56;4413,4;4463,05;;;;
;4321,4;4369,73;4413,4;4463,05;;;;
;4321,61;4369,99;4413,4;4463,05;;;;
;4321,84;4370,26;4413,4;4463,05;;;;
;4322,09;4370,48;4413,4;4463,05;;;;
;4322,23;4370,6;4413,4;4463,05;;;;
;4322,4;4370,78;4413,4;4463,05;;;;
;4322,61;4370,95;4413,4;4463,05;;;;
;4322,83;4371,11;4413,4;4463,05;;;;
;4323,1;4371,43;4413,4;4463,05;;;;
;4323,3;4371,61;4413,4;4463,05;;;;
;4323,6;4371,85;4413,4;4463,05;;;;
;4323,88;4372,07;4413,4;4463,05;;;;
;4324,07;4372,3;4413,4;4463,05;;;;
;4324,32;4372,66;4413,4;4463,06;;;;
;4324,63;4373,01;4413,4;4463,06;;;;
;4324,96;4373,37;4413,4;4463,06;;;;
;4325,2;4373,64;4413,4;4463,06;;;;
;4325,53;4374,03;4413,4;4463,06;;;;
;4325,82;4374,26;4413,4;4463,06;;;;
;4326,09;4374,51;4413,4;4463,06;;;;
;4326,34;4374,86;4413,4;4463,06;;;;
;4326,58;4375,08;4413,4;4463,06;;;;
;4326,78;4375,23;4413,4;4463,06;;;;
;4327,05;4375,51;4413,4;4463,06;;;;
;4327,37;4375,8;4413,4;4463,06;;;;
;4327,58;4376,1;4413,4;4463,06;;;;
;4327,76;4376,27;4413,4;4463,06;;;;
;4327,96;4376,43;4413,4;4463,06;;;;
;4328,21;4376,66;4413,4;4463,06;;;;
;4328,42;4376,97;4413,4;4463,06;;;;
;4328,61;4377,2;4413,4;4463,06;;;;
;4328,86;4377,51;4413,4;4463,06;;;;
;4329,07;4377,74;4413,4;4463,06;;;;
;4329,3;4377,94;4413,4;4463,06;;;;
;4329,51;4378,11;4413,4;4463,06;;;;
;4329,79;4378,34;4413,4;4463,06;;;;
;4330,06;4378,55;4413,4;4463,06;;;;
;4330,26;4378,73;4413,4;4463,06;;;;
;4330,4;4378,81;4413,4;4463,06;;;;
;4330,62;4379,07;4413,4;4463,06;;;;
;4330,75;4379,25;4413,4;4463,06;;;;
;4331,04;4379,49;4413,4;4463,06;;;;
;4331,23;4379,7;4413,4;4463,06;;;;
;4331,49;4379,99;4413,4;4463,06;;;;
;4331,69;4380,17;4413,4;4463,06;;;;
;4331,79;4380,26;4413,4;4463,06;;;;
;4331,96;4380,39;4413,4;4463,06;;;;
;4332,19;4380,56;4413,4;4463,06;;;;
;4332,32;4380,68;4413,4;4463,06;;;;
;4332,49;4380,88;4413,4;4463,06;;;;
;4332,61;4380,93;4413,4;4463,06;;;;
;4332,76;4381,11;4413,4;4463,06;;;;
;4332,92;4381,2;4413,4;4463,06;;;;
;4333,15;4381,47;4413,4;4463,06;;;;
;4333,26;4381,62;4413,4;4463,06;;;;
;4333,39;4381,77;4413,4;4463,06;;;;
;4333,59;4381,9;4413,4;4463,06;;;;
;4333,71;4382;4413,4;4463,06;;;;
;4333,89;4382,23;4413,4;4463,06;;;;
;4334,05;4382,47;4413,4;4463,06;;;;
;4334,2;4382,6;4413,4;4463,06;;;;
;4334,44;4382,94;4413,4;4463,06;;;;
;4334,62;4383,12;4413,4;4463,06;;;;
;4334,79;4383,29;4413,4;4463,06;;;;
;4334,98;4383,52;4413,4;4463,06;;;;
;4335,17;4383,69;4413,4;4463,06;;;;
;4335,37;4383,91;4413,4;4463,06;;;;
;4335,54;4384,04;4413,4;4463,06;;;;
;4335,66;4384,2;4413,41;4463,06;;;;
;4335,79;4384,3;4413,41;4463,06;;;;
;4335,92;4384,42;4413,41;4463,06;;;;
;4336,15;4384,68;4413,41;4463,06;;;;
;4336,31;4384,83;4413,41;4463,06;;;;
;4336,43;4385,01;4413,41;4463,06;;;;
;4336,5;4385,04;4413,41;4463,06;;;;
;4336,69;4385,28;4413,41;4463,06;;;;
;4336,86;4385,49;4413,41;4463,06;;;;
;4336,95;4385,58;4413,41;4463,06;;;;
;4337,07;4385,68;4413,41;4463,06;;;;
;4337,28;4385,82;4413,41;4463,06;;;;
;4337,42;4385,98;4413,41;4463,06;;;;
;4337,58;4386,17;4413,41;4463,06;;;;
;4337,79;4386,48;4413,41;4463,06;;;;
;4337,99;4386,65;4413,41;4463,06;;;;
;4338,18;4386,8;4413,41;4463,06;;;;
;4338,39;4387,02;4413,41;4463,06;;;;
;4338,51;4387,1;4413,41;4463,06;;;;
;4338,73;4387,41;4413,41;4463,06;;;;
;4338,92;4387,58;4413,41;4463,06;;;;
;4339,06;4387,71;4413,41;4463,06;;;;
;4339,25;4387,9;4413,41;4463,06;;;;
;4339,49;4388,09;4413,41;4463,06;;;;
;4339,69;4388,26;4413,41;4463,06;;;;
;4339,9;4388,5;4413,41;4463,06;;;;
;4340,04;4388,62;4413,41;4463,06;;;;
;4340,2;4388,75;4413,41;4463,06;;;;
;4340,36;4388,84;4413,41;4463,06;;;;
;4340,47;4388,96;4413,41;4463,06;;;;
;4340,56;4389,04;4413,41;4463,06;;;;
;4340,7;4389,09;4413,41;4463,06;;;;
;4340,88;4389,26;4413,41;4463,06;;;;
;4340,98;4389,42;4413,41;4463,06;;;;
;4341,15;4389,58;4413,41;4463,06;;;;
;4341,29;4389,73;4413,41;4463,06;;;;
;4341,44;4389,85;4413,41;4463,06;;;;
;4341,57;4389,96;4413,41;4463,06;;;;
;4341,72;4390,08;4413,41;4463,06;;;;
;4341,84;4390,16;4413,41;4463,06;;;;
;4342,01;4390,32;4413,41;4463,06;;;;
;4342,12;4390,4;4413,41;4463,06;;;;
;4342,3;4390,52;4413,41;4463,06;;;;
;4342,48;4390,68;4413,41;4463,06;;;;
;4342,61;4390,82;4413,41;4463,06;;;;
;4342,71;4390,93;4413,41;4463,06;;;;
;4342,91;4391,11;4413,41;4463,06;;;;
;4343,05;4391,3;4413,41;4463,06;;;;
;4343,21;4391,47;4413,41;4463,06;;;;
;4343,35;4391,62;4413,41;4463,06;;;;
;4343,47;4391,69;4413,41;4463,06;;;;
;4343,61;4391,81;4413,41;4463,06;;;;
;4343,73;4391,97;4413,41;4463,06;;;;
;4343,86;4392,11;4413,41;4463,06;;;;
;4343,98;4392,21;4413,41;4463,06;;;;
;4344,12;4392,34;4413,41;4463,06;;;;
;4344,25;4392,49;4413,41;4463,06;;;;
;4344,39;4392,62;4413,41;4463,06;;;;
;4344,49;4392,76;4413,41;4463,06;;;;
;4344,6;4392,84;4413,41;4463,06;;;;
;4344,71;4392,95;4413,41;4463,06;;;;
;4344,9;4393,08;4413,41;4463,06;;;;
;4345,04;4393,25;4413,41;4463,06;;;;
;4345,21;4393,38;4413,41;4463,06;;;;
;4345,36;4393,52;4413,41;4463,06;;;;
;4345,47;4393,69;4413,41;4463,06;;;;
;4345,62;4393,84;4413,41;4463,06;;;;
;4345,77;4394,02;4413,41;4463,06;;;;
;4345,87;4394,17;4413,41;4463,06;;;;
;4345,93;4394,24;4413,41;4463,06;;;;
;4346,03;4394,35;4413,41;4463,06;;;;
;4346,12;4394,44;4413,41;4463,06;;;;
;4346,24;4394,53;4413,41;4463,06;;;;
;4346,35;4394,56;4413,41;4463,06;;;;
;4346,43;4394,65;4413,41;4463,06;;;;
;4346,6;4394,78;4413,41;4463,06;;;;
;4346,74;4394,95;4413,41;4463,06;;;;
;4346,91;4395,15;4413,41;4463,06;;;;
;4347,01;4395,25;4413,41;4463,06;;;;
;4347,08;4395,33;4413,41;4463,06;;;;
;4347,21;4395,56;4413,41;4463,06;;;;
;4347,3;4395,71;4413,41;4463,06;;;;
;4347,45;4395,8;4413,41;4463,06;;;;
;4347,64;4396,04;4413,41;4463,06;;;;
;4347,77;4396,2;4413,41;4463,06;;;;
;4347,88;4396,3;4413,41;4463,06;;;;
;4347,98;4396,41;4413,41;4463,06;;;;
;4348,12;4396,59;4413,41;4463,06;;;;
;4348,21;4396,69;4413,41;4463,06;;;;
;4348,26;4396,72;4413,41;4463,06;;;;
;4348,36;4396,85;4413,41;4463,06;;;;
;4348,47;4396,97;4413,41;4463,06;;;;
;4348,54;4397,02;4413,41;4463,06;;;;
;4348,67;4397,17;4413,41;4463,06;;;;
;4348,75;4397,25;4413,41;4463,06;;;;
;4348,84;4397,36;4413,41;4463,06;;;;
;4348,94;4397,45;4413,41;4463,06;;;;
;4349,02;4397,49;4413,41;4463,06;;;;
;4349,17;4397,63;4413,41;4463,06;;;;
;4349,22;4397,66;4413,41;4463,06;;;;
;4349,32;4397,79;4413,41;4463,06;;;;
;4349,38;4397,86;4413,41;4463,06;;;;
;4349,53;4398,01;4413,41;4463,06;;;;
2,5;4349,64;4398,16;4413,41;4463,06;;;;
;4349,73;4398,22;4413,41;4463,06;;;;
;4349,83;4398,24;4413,41;4463,06;;;;
;4349,95;4398,36;4413,41;4463,06;;;;
;4350,03;4398,44;4413,41;4463,06;;;;
;4350,12;4398,5;4413,41;4463,06;;;;
;4350,22;4398,64;4413,41;4463,06;;;;
;4350,34;4398,77;4413,41;4463,06;;;;
;4350,4;4398,82;4413,41;4463,06;;;;
;4350,46;4398,87;4413,41;4463,06;;;;
;4350,57;4399,03;4413,41;4463,06;;;;
;4350,64;4399,09;4413,41;4463,06;;;;
;4350,74;4399,21;4413,41;4463,06;;;;
;4350,91;4399,37;4413,41;4463,06;;;;
;4350,96;4399,4;4413,41;4463,06;;;;
;4351,08;4399,53;4413,41;4463,06;;;;
;4351,16;4399,63;4413,41;4463,06;;;;
;4351,27;4399,78;4413,41;4463,06;;;;
;4351,32;4399,83;4413,41;4463,06;;;;
;4351,39;4399,86;4413,41;4463,06;;;;
;4351,47;4399,91;4413,41;4463,06;;;;
;4351,52;4399,97;4413,41;4463,06;;;;
;4351,63;4400,06;4413,41;4463,06;;;;
;4351,66;4400,11;4413,41;4463,06;;;;
;4351,81;4400,23;4413,41;4463,06;;;;
;4351,89;4400,28;4413,41;4463,06;;;;
;4351,92;4400,3;4413,41;4463,06;;;;
;4352;4400,36;4413,41;4463,06;;;;
;4352,1;4400,49;4413,41;4463,06;;;;
;4352,2;4400,59;4413,41;4463,06;;;;
;4352,24;4400,6;4413,41;4463,06;;;;
;4352,31;4400,7;4413,41;4463,06;;;;
;4352,38;4400,74;4413,41;4463,06;;;;
;4352,51;4400,87;4413,41;4463,06;;;;
;4352,63;4401,02;4413,41;4463,06;;;;
;4352,7;4401,07;4413,41;4463,06;;;;
;4352,76;4401,09;4413,41;4463,06;;;;
;4352,91;4401,2;4413,41;4463,06;;;;
;4353,02;4401,31;4413,41;4463,06;;;;
;4353,15;4401,49;4413,41;4463,06;;;;
;4353,2;4401,53;4413,41;4463,06;;;;
;4353,3;4401,68;4413,41;4463,06;;;;
;4353,39;4401,8;4413,41;4463,06;;;;
;4353,52;4401,93;4413,41;4463,06;;;;
;4353,59;4402,02;4413,41;4463,06;;;;
;4353,65;4402,08;4413,41;4463,06;;;;
;4353,72;4402,17;4413,41;4463,06;;;;
;4353,78;4402,23;4413,41;4463,06;;;;
;4353,87;4402,29;4413,41;4463,06;;;;
;4353,94;4402,37;4413,41;4463,06;;;;
;4353,98;4402,38;4413,41;4463,06;;;;
;4354;4402,41;4413,41;4463,06;;;;
;4354,05;4402,45;4413,41;4463,06;;;;
;4354,1;4402,51;4413,41;4463,06;;;;
;4354,19;4402,59;4413,41;4463,06;;;;
;4354,29;4402,73;4413,41;4463,06;;;;
;4354,38;4402,79;4413,41;4463,06;;;;
;4354,42;4402,88;4413,41;4463,06;;;;
;4354,51;4402,97;4413,41;4463,06;;;;
;4354,58;4403,04;4413,41;4463,06;;;;
;4354,65;4403,06;4413,41;4463,06;;;;
;4354,75;4403,22;4413,41;4463,06;;;;
;4354,86;4403,3;4413,41;4463,06;;;;
;4354,91;4403,34;4413,41;4463,06;;;;
;4355,01;4403,49;4413,41;4463,06;;;;
;4355,11;4403,58;4413,41;4463,06;;;;
;4355,15;4403,61;4413,41;4463,06;;;;
;4355,16;4403,62;4413,41;4463,06;;;;
;4355,28;4403,73;4413,41;4463,06;;;;
;4355,37;4403,8;4413,41;4463,06;;;;
;4355,43;4403,86;4413,41;4463,06;;;;
;4355,45;4403,88;4413,41;4463,06;;;;
;4355,51;4403,91;4413,41;4463,06;;;;
;4355,57;4403,96;4413,41;4463,06;;;;
;4355,65;4404,05;4413,41;4463,06;;;;
;4355,77;4404,19;4413,41;4463,06;;;;
;4355,83;4404,27;4413,41;4463,06;;;;
;4355,89;4404,34;4413,41;4463,06;;;;
;4355,95;4404,4;4413,41;4463,06;;;;
;4356,02;4404,43;4413,41;4463,06;;;;
;4356,11;4404,53;4413,41;4463,06;;;;
;4356,19;4404,58;4413,41;4463,06;;;;
;4356,31;4404,67;4413,41;4463,06;;;;
;4356,38;4404,71;4413,41;4463,06;;;;
;4356,47;4404,86;4413,41;4463,06;;;;
;4356,55;4404,95;4413,41;4463,06;;;;
;4356,6;4405,02;4413,41;4463,06;;;;
;4356,72;4405,17;4413,41;4463,06;;;;
;4356,8;4405,26;4413,41;4463,06;;;;
;4356,91;4405,41;4413,41;4463,06;;;;
;4356,98;4405,46;4413,41;4463,06;;;;
;4357,01;4405,49;4413,41;4463,06;;;;
;4357,07;4405,56;4413,41;4463,06;;;;
;4357,16;4405,64;4413,41;4463,06;;;;
;4357,22;4405,65;4413,41;4463,06;;;;
;4357,28;4405,7;4413,41;4463,06;;;;
;4357,35;4405,76;4413,41;4463,06;;;;
;4357,4;4405,8;4413,41;4463,06;;;;
;4357,45;4405,86;4413,41;4463,06;;;;
;4357,57;4405,97;4413,41;4463,06;;;;
;4357,6;4406,01;4413,41;4463,06;;;;
;4357,62;4406,04;4413,41;4463,06;;;;
;4357,69;4406,14;4413,41;4463,06;;;;
;4357,79;4406,29;4413,41;4463,06;;;;
;4357,84;4406,35;4413,41;4463,06;;;;
;4357,9;4406,43;4413,41;4463,06;;;;
;4357,97;4406,53;4413,41;4463,06;;;;
;4358,07;4406,59;4413,41;4463,06;;;;
;4358,13;4406,63;4413,41;4463,06;;;;
;4358,18;4406,69;4413,41;4463,06;;;;
;4358,23;4406,76;4413,41;4463,06;;;;
;4358,26;4406,81;4413,41;4463,06;;;;
;4358,32;4406,85;4413,41;4463,06;;;;
;4358,39;4406,89;4413,41;4463,06;;;;
;4358,43;4406,92;4413,41;4463,06;;;;
;4358,48;4406,97;4413,41;4463,06;;;;
;4358,57;4407,02;4413,41;4463,06;;;;
;4358,67;4407,11;4413,41;4463,06;;;;
;4358,74;4407,22;4413,41;4463,06;;;;
;4358,79;4407,26;4413,41;4463,06;;;;
;4358,83;4407,27;4413,41;4463,06;;;;
;4358,9;4407,34;4413,41;4463,06;;;;
;4359,01;4407,43;4413,41;4463,06;;;;
;4359,1;4407,53;4413,41;4463,06;;;;
;4359,17;4407,56;4413,41;4463,06;;;;
;4359,21;4407,64;4413,41;4463,06;;;;
;4359,29;4407,72;4413,41;4463,06;;;;
;4359,33;4407,76;4413,41;4463,06;;;;
;4359,37;4407,8;4413,41;4463,06;;;;
;4359,41;4407,81;4413,41;4463,06;;;;
;4359,5;4407,88;4413,41;4463,06;;;;
;4359,56;4407,94;4413,41;4463,06;;;;
;4359,61;4407,97;4413,41;4463,06;;;;
;4359,64;4408;4413,41;4463,06;;;;
;4359,7;4408,04;4413,41;4463,06;;;;
;4359,71;4408,05;4413,41;4463,06;;;;
;4359,8;4408,09;4413,41;4463,06;;;;
;4359,86;4408,13;4413,41;4463,06;;;;
;4359,91;4408,2;4413,41;4463,06;;;;
;4360;4408,32;4413,41;4463,06;;;;
;4360,12;4408,45;4413,41;4463,06;;;;
;4360,16;4408,54;4413,41;4463,06;;;;
;4360,16;4408,54;4413,41;4463,06;;;;
;4360,24;4408,66;4413,41;4463,06;;;;
;4360,3;4408,73;4413,41;4463,06;;;;
;4360,37;4408,75;4413,41;4463,06;;;;
;4360,44;4408,8;4413,41;4463,06;;;;
;4360,52;4408,84;4413,41;4463,06;;;;
;4360,57;4408,9;4413,41;4463,06;;;;
;4360,59;4408,9;4413,41;4463,06;;;;
;4360,61;4408,93;4413,41;4463,06;;;;
;4360,67;4408,99;4413,41;4463,06;;;;
;4360,7;4409,05;4413,41;4463,06;;;;
;4360,73;4409,09;4413,41;4463,06;;;;
;4360,78;4409,11;4413,41;4463,06;;;;
;4360,83;4409,2;4413,41;4463,06;;;;
;4360,87;4409,24;4413,41;4463,06;;;;
;4360,96;4409,3;4413,41;4463,06;;;;
;4360,99;4409,35;4413,41;4463,06;;;;
;4361,06;4409,41;4413,41;4463,06;;;;
;4361,08;4409,46;4413,41;4463,06;;;;
;4361,1;4409,44;4413,41;4463,06;;;;
;4361,15;4409,5;4413,41;4463,06;;;;
;4361,18;4409,53;4413,41;4463,06;;;;
;4361,2;4409,53;4413,41;4463,06;;;;
;4361,24;4409,59;4413,41;4463,06;;;;
;4361,33;4409,64;4413,41;4463,06;;;;
;4361,38;4409,69;4413,41;4463,06;;;;
;4361,43;4409,76;4413,41;4463,06;;;;
;4361,54;4409,88;4413,41;4463,06;;;;
;4361,58;4409,93;4413,41;4463,06;;;;
;4361,61;4409,98;4413,41;4463,06;;;;
;4361,67;4410,06;4413,41;4463,06;;;;
;4361,71;4410,1;4413,41;4463,06;;;;
;4361,73;4410,13;4413,41;4463,06;;;;
;4361,83;4410,26;4413,41;4463,06;;;;
;4361,87;4410,32;4413,41;4463,06;;;;
;4361,93;4410,37;4413,41;4463,06;;;;
;4361,96;4410,42;4413,41;4463,06;;;;
;4362,03;4410,51;4413,41;4463,06;;;;
3;4362,13;4410,55;4413,41;4463,06;;;;
;4362,18;4410,63;4413,41;4463,06;;;;
;4362,24;4410,72;4413,41;4463,06;;;;
;4362,31;4410,79;4413,41;4463,06;;;;
;4362,38;4410,88;4413,41;4463,06;;;;
;4362,39;4410,89;4413,41;4463,06;;;;
;4362,42;4410,92;4413,41;4463,06;;;;
;4362,44;4410,95;4413,41;4463,06;;;;
;4362,52;4411,04;4413,41;4463,06;;;;
;4362,53;4411,04;4413,41;4463,06;;;;
;4362,53;4411,04;4413,41;4463,06;;;;
;4362,59;4411,12;4413,41;4463,06;;;;
;4362,61;4411,14;4413,41;4463,06;;;;
;4362,64;4411,19;4413,41;4463,06;;;;
;4362,65;4411,2;4413,41;4463,06;;;;
;4362,67;4411,23;4413,41;4463,06;;;;
;4362,7;4411,27;4413,41;4463,06;;;;
;4362,73;4411,3;4413,41;4463,06;;;;
;4362,79;4411,39;4413,41;4463,06;;;;
;4362,82;4411,4;4413,41;4463,06;;;;
;4362,85;4411,41;4413,41;4463,06;;;;
;4362,88;4411,43;4413,41;4463,06;;;;
;4362,93;4411,44;4413,41;4463,06;;;;
;4362,98;4411,5;4413,41;4463,06;;;;
;4363,03;4411,55;4413,41;4463,06;;;;
;4363,06;4411,56;4413,41;4463,06;;;;
;4363,08;4411,58;4413,41;4463,06;;;;
;4363,12;4411,63;4413,41;4463,06;;;;
;4363,12;4411,63;4413,41;4463,06;;;;
;4363,17;4411,7;4413,41;4463,06;;;;
;4363,25;4411,76;4413,41;4463,06;;;;
