Time;FailureMean;FailureMean+Sqrt(Var);AnalyticalMean;AnalyticalMean+sqrt(Var);;;Parameters:;
;4363,31;4411,82;4413,41;4463,06;;;;
;4363,36;4411,86;4413,41;4463,06;;;;
;4363,39;4411,91;4413,41;4463,06;;;;
;4363,41;4411,91;4413,41;4463,06;;;;
;4363,45;4411,92;4413,41;4463,06;;;;
;4363,49;4411,95;4413,41;4463,06;;;;
;4363,52;4411,99;4413,41;4463,06;;;;
;4363,57;4412,03;4413,41;4463,06;;;;
;4363,65;4412,08;4413,41;4463,06;;;;
;4363,68;4412,1;4413,41;4463,06;;;;
;4363,71;4412,13;4413,41;4463,06;;;;
;4363,75;4412,18;4413,41;4463,06;;;;
;4363,8;4412,22;4413,41;4463,06;;;;
;4363,86;4412,31;4413,41;4463,06;;;;
;4363,89;4412,34;4413,41;4463,06;;;;
;4363,9;4412,35;4413,41;4463,06;;;;
;4363,93;4412,38;4413,41;4463,06;;;;
;4363,98;4412,4;4413,41;4463,06;;;;
;4364,01;4412,45;4413,41;4463,06;;;;
;4364,05;4412,48;4413,41;4463,06;;;;
;4364,05;4412,48;4413,41;4463,06;;;;
;4364,08;4412,51;4413,41;4463,06;;;;
;4364,1;4412,54;4413,41;4463,06;;;;
;4364,12;4412,56;4413,41;4463,06;;;;
;4364,15;4412,63;4413,41;4463,06;;;;
;4364,16;4412,63;4413,41;4463,06;;;;
;4364,22;4412,68;4413,41;4463,06;;;;
;4364,25;4412,73;4413,41;4463,06;;;;
;4364,3;4412,75;4413,41;4463,06;;;;
;4364,34;4412,81;4413,41;4463,06;;;;
;4364,41;4412,89;4413,41;4463,06;;;;
;4364,45;4412,9;4413,41;4463,06;;;;
;4364,46;4412,91;4413,41;4463,06;;;;
;4364,47;4412,9;4413,41;4463,06;;;;
;4364,52;4412,97;4413,41;4463,06;;;;
;4364,56;4413,01;4413,41;4463,06;;;;
;4364,58;4413,02;4413,41;4463,06;;;;
;4364,62;4413,07;4413,41;4463,06;;;;
;4364,64;4413,09;4413,41;4463,06;;;;
;4364,68;4413,13;4413,41;4463,06;;;;
;4364,72;4413,17;4413,41;4463,06;;;;
;4364,76;4413,23;4413,41;4463,06;;;;
;4364,8;4413,25;4413,41;4463,06;;;;
;4364,84;4413,28;4413,41;4463,06;;;;
;4364,85;4413,27;4413,41;4463,06;;;;
;4364,91;4413,35;4413,41;4463,06;;;;
;4364,95;4413,38;4413,41;4463,06;;;;
;4364,96;4413,38;4413,41;4463,06;;;;
;4365;4413,43;4413,41;4463,06;;;;
;4365,03;4413,44;4413,41;4463,06;;;;
;4365,06;4413,47;4413,41;4463,06;;;;
;4365,08;4413,52;4413,41;4463,06;;;;
;4365,12;4413,56;4413,41;4463,06;;;;
;4365,16;4413,55;4413,41;4463,06;;;;
;4365,16;4413,55;4413,41;4463,06;;;;
;4365,17;4413,57;4413,41;4463,06;;;;
;4365,22;4413,62;4413,41;4463,06;;;;
;4365,23;4413,62;4413,41;4463,06;;;;
;4365,23;4413,62;4413,41;4463,06;;;;
;4365,24;4413,65;4413,41;4463,06;;;;
;4365,27;4413,67;4413,41;4463,06;;;;
;4365,3;4413,66;4413,41;4463,06;;;;
;4365,31;4413,68;4413,41;4463,06;;;;
;4365,32;4413,69;4413,41;4463,06;;;;
;4365,33;4413,71;4413,41;4463,06;;;;
;4365,35;4413,72;4413,41;4463,06;;;;
;4365,36;4413,71;4413,41;4463,06;;;;
;4365,37;4413,71;4413,41;4463,06;;;;
;4365,41;4413,76;4413,41;4463,06;;;;
;4365,46;4413,82;4413,41;4463,06;;;;
;4365,47;4413,83;4413,41;4463,06;;;;
;4365,51;4413,85;4413,41;4463,06;;;;
;4365,53;4413,87;4413,41;4463,06;;;;
;4365,53;4413,87;4413,41;4463,06;;;;
;4365,58;4413,91;4413,41;4463,06;;;;
;4365,62;4413,94;4413,41;4463,06;;;;
;4365,66;4413,97;4413,41;4463,06;;;;
;4365,68;4413,99;4413,41;4463,06;;;;
;4365,71;4414,02;4413,41;4463,06;;;;
;4365,73;4414,03;4413,41;4463,06;;;;
;4365,79;4414,07;4413,41;4463,06;;;;
;4365,82;4414,07;4413,41;4463,06;;;;
;4365,88;4414,11;4413,41;4463,06;;;;
;4365,92;4414,14;4413,41;4463,06;;;;
;4365,96;4414,25;4413,41;4463,06;;;;
;4365,99;4414,27;4413,41;4463,06;;;;
;4366,01;4414,27;4413,41;4463,06;;;;
;4366,05;4414,34;4413,41;4463,06;;;;
;4366,06;4414,36;4413,41;4463,06;;;;
;4366,09;4414,38;4413,41;4463,06;;;;
;4366,11;4414,39;4413,41;4463,06;;;;
;4366,14;4414,4;4413,41;4463,06;;;;
;4366,15;4414,42;4413,41;4463,06;;;;
;4366,15;4414,42;4413,41;4463,06;;;;
;4366,2;4414,46;4413,41;4463,06;;;;
;4366,22;4414,49;4413,41;4463,06;;;;
;4366,24;4414,51;4413,41;4463,06;;;;
;4366,25;4414,52;4413,41;4463,06;;;;
;4366,28;4414,52;4413,41;4463,06;;;;
;4366,3;4414,52;4413,41;4463,06;;;;
;4366,35;4414,57;4413,41;4463,06;;;;
;4366,38;4414,6;4413,41;4463,06;;;;
;4366,4;4414,62;4413,41;4463,06;;;;
;4366,41;4414,63;4413,41;4463,06;;;;
;4366,44;4414,63;4413,41;4463,06;;;;
;4366,47;4414,69;4413,41;4463,06;;;;
;4366,49;4414,71;4413,41;4463,06;;;;
;4366,55;4414,82;4413,41;4463,06;;;;
;4366,57;4414,82;4413,41;4463,06;;;;
;4366,58;4414,84;4413,41;4463,06;;;;
;4366,61;4414,88;4413,41;4463,06;;;;
;4366,62;4414,89;4413,41;4463,06;;;;
;4366,65;4414,91;4413,41;4463,06;;;;
;4366,66;4414,91;4413,41;4463,06;;;;
;4366,67;4414,92;4413,41;4463,06;;;;
;4366,69;4414,97;4413,41;4463,06;;;;
;4366,71;4414,95;4413,41;4463,06;;;;
;4366,72;4414,98;4413,41;4463,06;;;;
;4366,73;4414,97;4413,41;4463,06;;;;
;4366,74;4414,98;4413,41;4463,06;;;;
;4366,77;4414,97;4413,41;4463,06;;;;
;4366,79;4414,98;4413,41;4463,06;;;;
;4366,82;4415,04;4413,41;4463,06;;;;
;4366,87;4415,1;4413,41;4463,06;;;;
;4366,88;4415,1;4413,41;4463,06;;;;
;4366,9;4415,11;4413,41;4463,06;;;;
;4366,9;4415,11;4413,41;4463,06;;;;
;4366,92;4415,13;4413,41;4463,06;;;;
;4366,93;4415,14;4413,41;4463,06;;;;
;4366,95;4415,15;4413,41;4463,06;;;;
;4366,99;4415,21;4413,41;4463,06;;;;
;4367,03;4415,27;4413,41;4463,06;;;;
;4367,06;4415,29;4413,41;4463,06;;;;
;4367,07;4415,29;4413,41;4463,06;;;;
;4367,07;4415,29;4413,41;4463,06;;;;
;4367,1;4415,31;4413,41;4463,06;;;;
;4367,12;4415,34;4413,41;4463,06;;;;
;4367,12;4415,34;4413,41;4463,06;;;;
;4367,13;4415,36;4413,41;4463,06;;;;
;4367,15;4415,37;4413,41;4463,06;;;;
;4367,17;4415,39;4413,41;4463,06;;;;
;4367,23;4415,49;4413,41;4463,06;;;;
;4367,24;4415,49;4413,41;4463,06;;;;
;4367,25;4415,5;4413,41;4463,06;;;;
;4367,3;4415,54;4413,41;4463,06;;;;
;4367,32;4415,55;4413,41;4463,06;;;;
;4367,34;4415,53;4413,41;4463,06;;;;
;4367,35;4415,55;4413,41;4463,06;;;;
;4367,35;4415,55;4413,41;4463,06;;;;
3,5;4367,36;4415,57;4413,41;4463,06;;;;
;4367,37;4415,58;4413,41;4463,06;;;;
;4367,38;4415,58;4413,41;4463,06;;;;
;4367,41;4415,61;4413,41;4463,06;;;;
;4367,43;4415,63;4413,41;4463,06;;;;
;4367,44;4415,65;4413,41;4463,06;;;;
;4367,45;4415,67;4413,41;4463,06;;;;
;4367,45;4415,67;4413,41;4463,06;;;;
;4367,47;4415,68;4413,41;4463,06;;;;
;4367,49;4415,71;4413,41;4463,06;;;;
;4367,51;4415,73;4413,41;4463,06;;;;
;4367,52;4415,75;4413,41;4463,06;;;;
;4367,53;4415,76;4413,41;4463,06;;;;
;4367,58;4415,81;4413,41;4463,06;;;;
;4367,59;4415,81;4413,41;4463,06;;;;
;4367,59;4415,81;4413,41;4463,06;;;;
;4367,62;4415,87;4413,41;4463,06;;;;
;4367,63;4415,89;4413,41;4463,06;;;;
;4367,65;4415,91;4413,41;4463,06;;;;
;4367,68;4415,93;4413,41;4463,06;;;;
;4367,7;4415,96;4413,41;4463,06;;;;
;4367,72;4415,96;4413,41;4463,06;;;;
;4367,76;4416,01;4413,41;4463,06;;;;
;4367,79;4416,04;4413,41;4463,06;;;;
;4367,8;4416,04;4413,41;4463,06;;;;
;4367,81;4416,06;4413,41;4463,06;;;;
;4367,82;4416,06;4413,41;4463,06;;;;
;4367,84;4416,09;4413,41;4463,06;;;;
;4367,89;4416,12;4413,41;4463,06;;;;
;4367,93;4416,18;4413,41;4463,06;;;;
;4367,94;4416,19;4413,41;4463,06;;;;
;4367,97;4416,22;4413,41;4463,06;;;;
;4367,99;4416,27;4413,41;4463,06;;;;
;4367,99;4416,27;4413,41;4463,06;;;;
;4368,01;4416,28;4413,41;4463,06;;;;
;4368,02;4416,3;4413,41;4463,06;;;;
;4368,05;4416,33;4413,41;4463,06;;;;
;4368,06;4416,34;4413,41;4463,06;;;;
;4368,06;4416,34;4413,41;4463,06;;;;
;4368,08;4416,35;4413,41;4463,06;;;;
;4368,09;4416,37;4413,41;4463,06;;;;
;4368,11;4416,37;4413,41;4463,06;;;;
;4368,13;4416,4;4413,41;4463,06;;;;
;4368,16;4416,42;4413,41;4463,06;;;;
;4368,2;4416,48;4413,41;4463,06;;;;
;4368,21;4416,49;4413,41;4463,06;;;;
;4368,21;4416,49;4413,41;4463,06;;;;
;4368,23;4416,54;4413,41;4463,06;;;;
;4368,25;4416,56;4413,41;4463,06;;;;
;4368,26;4416,58;4413,41;4463,06;;;;
;4368,27;4416,58;4413,41;4463,06;;;;
;4368,29;4416,62;4413,41;4463,06;;;;
;4368,31;4416,64;4413,41;4463,06;;;;
;4368,33;4416,67;4413,41;4463,06;;;;
;4368,34;4416,67;4413,41;4463,06;;;;
;4368,36;4416,68;4413,41;4463,06;;;;
;4368,36;4416,68;4413,41;4463,06;;;;
;4368,36;4416,68;4413,41;4463,06;;;;
;4368,38;4416,72;4413,41;4463,06;;;;
;4368,38;4416,72;4413,41;4463,06;;;;
;4368,39;4416,73;4413,41;4463,06;;;;
;4368,41;4416,73;4413,41;4463,06;;;;
;4368,43;4416,76;4413,41;4463,06;;;;
;4368,43;4416,76;4413,41;4463,06;;;;
;4368,43;4416,76;4413,41;4463,06;;;;
;4368,43;4416,76;4413,41;4463,06;;;;
;4368,44;4416,77;4413,41;4463,06;;;;
;4368,46;4416,8;4413,41;4463,06;;;;
;4368,48;4416,81;4413,41;4463,06;;;;
;4368,49;4416,81;4413,41;4463,06;;;;
;4368,51;4416,83;4413,41;4463,06;;;;
;4368,53;4416,86;4413,41;4463,06;;;;
;4368,53;4416,86;4413,41;4463,06;;;;
;4368,57;4416,95;4413,41;4463,06;;;;
;4368,57;4416,95;4413,41;4463,06;;;;
;4368,59;4416,97;4413,41;4463,06;;;;
;4368,62;4417;4413,41;4463,06;;;;
;4368,63;4417,01;4413,41;4463,06;;;;
;4368,63;4417,01;4413,41;4463,06;;;;
;4368,65;4417,03;4413,41;4463,06;;;;
;4368,67;4417,06;4413,41;4463,06;;;;
;4368,69;4417,08;4413,41;4463,06;;;;
;4368,7;4417,1;4413,41;4463,06;;;;
;4368,7;4417,1;4413,41;4463,06;;;;
;4368,71;4417,09;4413,41;4463,06;;;;
;4368,72;4417,08;4413,41;4463,06;;;;
;4368,75;4417,11;4413,41;4463,06;;;;
;4368,76;4417,13;4413,41;4463,06;;;;
;4368,77;4417,13;4413,41;4463,06;;;;
;4368,77;4417,13;4413,41;4463,06;;;;
;4368,8;4417,16;4413,41;4463,06;;;;
;4368,82;4417,16;4413,41;4463,06;;;;
;4368,82;4417,16;4413,41;4463,06;;;;
;4368,83;4417,16;4413,41;4463,06;;;;
;4368,83;4417,16;4413,41;4463,06;;;;
;4368,85;4417,18;4413,41;4463,06;;;;
;4368,86;4417,19;4413,41;4463,06;;;;
;4368,89;4417,2;4413,41;4463,06;;;;
;4368,91;4417,21;4413,41;4463,06;;;;
;4368,92;4417,21;4413,41;4463,06;;;;
;4368,92;4417,21;4413,41;4463,06;;;;
;4368,93;4417,23;4413,41;4463,06;;;;
;4368,95;4417,25;4413,41;4463,06;;;;
;4368,97;4417,29;4413,41;4463,06;;;;
;4368,97;4417,29;4413,41;4463,06;;;;
;4369,01;4417,29;4413,41;4463,06;;;;
;4369,01;4417,29;4413,41;4463,06;;;;
;4369,03;4417,34;4413,41;4463,06;;;;
;4369,03;4417,34;4413,41;4463,06;;;;
;4369,05;4417,33;4413,41;4463,06;;;;
;4369,07;4417,36;4413,41;4463,06;;;;
;4369,08;4417,37;4413,41;4463,06;;;;
;4369,09;4417,38;4413,41;4463,06;;;;
;4369,12;4417,42;4413,41;4463,06;;;;
;4369,12;4417,42;4413,41;4463,06;;;;
;4369,13;4417,43;4413,41;4463,06;;;;
;4369,13;4417,43;4413,41;4463,06;;;;
;4369,13;4417,43;4413,41;4463,06;;;;
;4369,16;4417,44;4413,41;4463,06;;;;
;4369,18;4417,48;4413,41;4463,06;;;;
;4369,2;4417,5;4413,41;4463,06;;;;
;4369,2;4417,5;4413,41;4463,06;;;;
;4369,21;4417,52;4413,41;4463,06;;;;
;4369,25;4417,56;4413,41;4463,06;;;;
;4369,27;4417,59;4413,41;4463,06;;;;
;4369,27;4417,59;4413,41;4463,06;;;;
;4369,29;4417,61;4413,41;4463,06;;;;
;4369,3;4417,6;4413,41;4463,06;;;;
;4369,32;4417,64;4413,41;4463,06;;;;
;4369,33;4417,67;4413,41;4463,06;;;;
;4369,33;4417,67;4413,41;4463,06;;;;
;4369,34;4417,67;4413,41;4463,06;;;;
;4369,34;4417,67;4413,41;4463,06;;;;
;4369,34;4417,67;4413,41;4463,06;;;;
;4369,34;4417,67;4413,41;4463,06;;;;
;4369,35;4417,67;4413,41;4463,06;;;;
;4369,39;4417,71;4413,41;4463,06;;;;
;4369,41;4417,74;4413,41;4463,06;;;;
;4369,42;4417,74;4413,41;4463,06;;;;
;4369,43;4417,76;4413,41;4463,06;;;;
;4369,44;4417,78;4413,41;4463,06;;;;
;4369,45;4417,8;4413,41;4463,06;;;;
;4369,45;4417,8;4413,41;4463,06;;;;
;4369,45;4417,8;4413,41;4463,06;;;;
;4369,46;4417,8;4413,41;4463,06;;;;
;4369,46;4417,8;4413,41;4463,06;;;;
;4369,46;4417,8;4413,41;4463,06;;;;
;4369,48;4417,81;4413,41;4463,06;;;;
;4369,51;4417,82;4413,41;4463,06;;;;
;4369,53;4417,84;4413,41;4463,06;;;;
;4369,53;4417,84;4413,41;4463,06;;;;
;4369,53;4417,84;4413,41;4463,06;;;;
;4369,54;4417,83;4413,41;4463,06;;;;
;4369,57;4417,88;4413,41;4463,06;;;;
;4369,57;4417,88;4413,41;4463,06;;;;
;4369,58;4417,89;4413,41;4463,06;;;;
;4369,58;4417,89;4413,41;4463,06;;;;
;4369,6;4417,91;4413,41;4463,06;;;;
;4369,6;4417,91;4413,41;4463,06;;;;
;4369,62;4417,92;4413,41;4463,06;;;;
;4369,64;4417,93;4413,41;4463,06;;;;
;4369,66;4417,92;4413,41;4463,06;;;;
;4369,67;4417,93;4413,41;4463,06;;;;
;4369,67;4417,93;4413,41;4463,06;;;;
;4369,7;4417,96;4413,41;4463,06;;;;
;4369,7;4417,96;4413,41;4463,06;;;;
;4369,72;4417,97;4413,41;4463,06;;;;
;4369,73;4417,99;4413,41;4463,06;;;;
;4369,74;4417,99;4413,41;4463,06;;;;
;4369,74;4417,99;4413,41;4463,06;;;;
;4369,74;4417,99;4413,41;4463,06;;;;
;4369,74;4417,99;4413,41;4463,06;;;;
;4369,75;4417,99;4413,41;4463,06;;;;
;4369,77;4418,02;4413,41;4463,06;;;;
;4369,77;4418,02;4413,41;4463,06;;;;
;4369,78;4418,02;4413,41;4463,06;;;;
;4369,78;4418,02;4413,41;4463,06;;;;
;4369,79;4418,03;4413,41;4463,06;;;;
;4369,8;4418,05;4413,41;4463,06;;;;
;4369,84;4418,1;4413,41;4463,06;;;;
4;4369,85;4418,12;4413,41;4463,06;;;;
;4369,86;4418,12;4413,41;4463,06;;;;
;4369,87;4418,13;4413,41;4463,06;;;;
;4369,89;4418,19;4413,41;4463,06;;;;
;4369,92;4418,22;4413,41;4463,06;;;;
;4369,92;4418,22;4413,41;4463,06;;;;
;4369,95;4418,25;4413,41;4463,06;;;;
;4369,95;4418,25;4413,41;4463,06;;;;
;4369,97;4418,28;4413,41;4463,06;;;;
;4369,97;4418,28;4413,41;4463,06;;;;
;4369,97;4418,28;4413,41;4463,06;;;;
;4369,97;4418,28;4413,41;4463,06;;;;
;4369,97;4418,28;4413,41;4463,06;;;;
;4369,97;4418,28;4413,41;4463,06;;;;
;4369,97;4418,28;4413,41;4463,06;;;;
;4369,99;4418,3;4413,41;4463,06;;;;
;4369,99;4418,3;4413,41;4463,06;;;;
;4369,99;4418,3;4413,41;4463,06;;;;
;4369,99;4418,3;4413,41;4463,06;;;;
;4369,99;4418,3;4413,41;4463,06;;;;
;4370,01;4418,34;4413,41;4463,06;;;;
;4370,03;4418,37;4413,41;4463,06;;;;
;4370,04;4418,38;4413,41;4463,06;;;;
;4370,04;4418,38;4413,41;4463,06;;;;
;4370,04;4418,38;4413,41;4463,06;;;;
;4370,05;4418,38;4413,41;4463,06;;;;
;4370,06;4418,36;4413,41;4463,06;;;;
;4370,07;4418,36;4413,41;4463,06;;;;
;4370,1;4418,38;4413,41;4463,06;;;;
;4370,11;4418,37;4413,41;4463,06;;;;
;4370,12;4418,38;4413,41;4463,06;;;;
;4370,13;4418,38;4413,41;4463,06;;;;
;4370,14;4418,41;4413,41;4463,06;;;;
;4370,14;4418,41;4413,41;4463,06;;;;
;4370,14;4418,41;4413,41;4463,06;;;;
;4370,15;4418,42;4413,41;4463,06;;;;
;4370,15;4418,42;4413,41;4463,06;;;;
;4370,15;4418,42;4413,41;4463,06;;;;
;4370,15;4418,42;4413,41;4463,06;;;;
;4370,16;4418,4;4413,41;4463,06;;;;
;4370,17;4418,41;4413,41;4463,06;;;;
;4370,17;4418,41;4413,41;4463,06;;;;
;4370,2;4418,42;4413,41;4463,06;;;;
;4370,23;4418,44;4413,41;4463,06;;;;
;4370,25;4418,45;4413,41;4463,06;;;;
;4370,25;4418,45;4413,41;4463,06;;;;
;4370,25;4418,45;4413,41;4463,06;;;;
;4370,26;4418,48;4413,41;4463,06;;;;
;4370,27;4418,49;4413,41;4463,06;;;;
;4370,3;4418,51;4413,41;4463,06;;;;
;4370,3;4418,51;4413,41;4463,06;;;;
;4370,31;4418,53;4413,41;4463,06;;;;
;4370,31;4418,53;4413,41;4463,06;;;;
;4370,32;4418,53;4413,41;4463,06;;;;
;4370,33;4418,54;4413,41;4463,06;;;;
;4370,33;4418,54;4413,41;4463,06;;;;
;4370,34;4418,54;4413,41;4463,06;;;;
;4370,34;4418,54;4413,41;4463,06;;;;
;4370,34;4418,54;4413,41;4463,06;;;;
;4370,35;4418,55;4413,41;4463,06;;;;
;4370,35;4418,55;4413,41;4463,06;;;;
;4370,36;4418,54;4413,41;4463,06;;;;
;4370,38;4418,57;4413,41;4463,06;;;;
;4370,39;4418,58;4413,41;4463,06;;;;
;4370,39;4418,58;4413,41;4463,06;;;;
;4370,4;4418,59;4413,41;4463,06;;;;
;4370,42;4418,61;4413,41;4463,06;;;;
;4370,42;4418,61;4413,41;4463,06;;;;
;4370,43;4418,61;4413,41;4463,06;;;;
;4370,43;4418,61;4413,41;4463,06;;;;
;4370,44;4418,65;4413,41;4463,06;;;;
;4370,46;4418,68;4413,41;4463,06;;;;
;4370,46;4418,68;4413,41;4463,06;;;;
;4370,46;4418,68;4413,41;4463,06;;;;
;4370,48;4418,71;4413,41;4463,06;;;;
;4370,48;4418,71;4413,41;4463,06;;;;
;4370,48;4418,71;4413,41;4463,06;;;;
;4370,48;4418,71;4413,41;4463,06;;;;
;4370,49;4418,72;4413,41;4463,06;;;;
;4370,49;4418,72;4413,41;4463,06;;;;
;4370,49;4418,72;4413,41;4463,06;;;;
;4370,49;4418,72;4413,41;4463,06;;;;
;4370,49;4418,72;4413,41;4463,06;;;;
;4370,49;4418,72;4413,41;4463,06;;;;
;4370,49;4418,72;4413,41;4463,06;;;;
;4370,49;4418,72;4413,41;4463,06;;;;
;4370,5;4418,73;4413,41;4463,06;;;;
;4370,51;4418,73;4413,41;4463,06;;;;
;4370,52;4418,73;4413,41;4463,06;;;;
;4370,52;4418,73;4413,41;4463,06;;;;
;4370,54;4418,77;4413,41;4463,06;;;;
;4370,54;4418,77;4413,41;4463,06;;;;
;4370,54;4418,77;4413,41;4463,06;;;;
;4370,54;4418,77;4413,41;4463,06;;;;
;4370,54;4418,77;4413,41;4463,06;;;;
;4370,54;4418,77;4413,41;4463,06;;;;
;4370,56;4418,81;4413,41;4463,06;;;;
;4370,59;4418,85;4413,41;4463,06;;;;
;4370,6;4418,89;4413,41;4463,06;;;;
;4370,6;4418,89;4413,41;4463,06;;;;
;4370,61;4418,89;4413,41;4463,06;;;;
;4370,62;4418,9;4413,41;4463,06;;;;
;4370,66;4418,95;4413,41;4463,06;;;;
;4370,66;4418,95;4413,41;4463,06;;;;
;4370,66;4418,95;4413,41;4463,06;;;;
;4370,67;4418,96;4413,41;4463,06;;;;
;4370,67;4418,96;4413,41;4463,06;;;;
;4370,67;4418,96;4413,41;4463,06;;;;
;4370,67;4418,96;4413,41;4463,06;;;;
;4370,67;4418,96;4413,41;4463,06;;;;
;4370,68;4418,95;4413,41;4463,06;;;;
;4370,68;4418,95;4413,41;4463,06;;;;
;4370,68;4418,95;4413,41;4463,06;;;;
;4370,69;4418,99;4413,41;4463,06;;;;
;4370,69;4418,99;4413,41;4463,06;;;;
;4370,7;4418,98;4413,41;4463,06;;;;
;4370,7;4418,98;4413,41;4463,06;;;;
;4370,71;4418,98;4413,41;4463,06;;;;
;4370,71;4418,98;4413,41;4463,06;;;;
;4370,71;4418,98;4413,41;4463,06;;;;
;4370,72;4418,98;4413,41;4463,06;;;;
;4370,72;4418,98;4413,41;4463,06;;;;
;4370,74;4419;4413,41;4463,06;;;;
;4370,74;4419;4413,41;4463,06;;;;
;4370,74;4419;4413,41;4463,06;;;;
;4370,75;4419,01;4413,41;4463,06;;;;
;4370,75;4419,01;4413,41;4463,06;;;;
;4370,75;4419,01;4413,41;4463,06;;;;
;4370,75;4419,01;4413,41;4463,06;;;;
;4370,75;4419,01;4413,41;4463,06;;;;
;4370,76;4419,03;4413,41;4463,06;;;;
;4370,76;4419,03;4413,41;4463,06;;;;
;4370,77;4419,05;4413,41;4463,06;;;;
;4370,77;4419,05;4413,41;4463,06;;;;
;4370,78;4419,06;4413,41;4463,06;;;;
;4370,78;4419,06;4413,41;4463,06;;;;
;4370,79;4419,06;4413,41;4463,06;;;;
;4370,8;4419,07;4413,41;4463,06;;;;
;4370,8;4419,07;4413,41;4463,06;;;;
;4370,8;4419,07;4413,41;4463,06;;;;
;4370,8;4419,07;4413,41;4463,06;;;;
;4370,8;4419,07;4413,41;4463,06;;;;
;4370,8;4419,07;4413,41;4463,06;;;;
;4370,81;4419,08;4413,41;4463,06;;;;
;4370,81;4419,08;4413,41;4463,06;;;;
;4370,81;4419,08;4413,41;4463,06;;;;
;4370,81;4419,08;4413,41;4463,06;;;;
;4370,81;4419,08;4413,41;4463,06;;;;
;4370,81;4419,08;4413,41;4463,06;;;;
;4370,82;4419,1;4413,41;4463,06;;;;
;4370,83;4419,11;4413,41;4463,06;;;;
;4370,83;4419,11;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,84;4419,12;4413,41;4463,06;;;;
;4370,85;4419,12;4413,41;4463,06;;;;
;4370,86;4419,12;4413,41;4463,06;;;;
;4370,86;4419,12;4413,41;4463,06;;;;
;4370,86;4419,12;4413,41;4463,06;;;;
;4370,86;4419,12;4413,41;4463,06;;;;
;4370,86;4419,12;4413,41;4463,06;;;;
;4370,88;4419,14;4413,41;4463,06;;;;
;4370,9;4419,15;4413,41;4463,06;;;;
;4370,91;4419,18;4413,41;4463,06;;;;
;4370,92;4419,18;4413,41;4463,06;;;;
;4370,93;4419,2;4413,41;4463,06;;;;
;4370,93;4419,2;4413,41;4463,06;;;;
;4370,94;4419,2;4413,41;4463,06;;;;
;4370,94;4419,2;4413,41;4463,06;;;;
;4370,94;4419,2;4413,41;4463,06;;;;
;4370,95;4419,2;4413,41;4463,06;;;;
;4370,95;4419,2;4413,41;4463,06;;;;
;4370,95;4419,2;4413,41;4463,06;;;;
4,5;4370,96;4419,22;4413,41;4463,06;;;;
;4370,97;4419,23;4413,41;4463,06;;;;
;4370,99;4419,23;4413,41;4463,06;;;;
;4370,99;4419,23;4413,41;4463,06;;;;
;4370,99;4419,23;4413,41;4463,06;;;;
;4370,99;4419,23;4413,41;4463,06;;;;
;4370,99;4419,23;4413,41;4463,06;;;;
;4370,99;4419,23;4413,41;4463,06;;;;
;4370,99;4419,23;4413,41;4463,06;;;;
;4371,01;4419,23;4413,41;4463,06;;;;
;4371,01;4419,23;4413,41;4463,06;;;;
;4371,01;4419,23;4413,41;4463,06;;;;
;4371,01;4419,23;4413,41;4463,06;;;;
;4371,02;4419,24;4413,41;4463,06;;;;
;4371,02;4419,24;4413,41;4463,06;;;;
;4371,03;4419,25;4413,41;4463,06;;;;
;4371,03;4419,25;4413,41;4463,06;;;;
;4371,03;4419,25;4413,41;4463,06;;;;
;4371,03;4419,25;4413,41;4463,06;;;;
;4371,05;4419,27;4413,41;4463,06;;;;
;4371,05;4419,27;4413,41;4463,06;;;;
;4371,05;4419,27;4413,41;4463,06;;;;
;4371,06;4419,28;4413,41;4463,06;;;;
;4371,06;4419,28;4413,41;4463,06;;;;
;4371,06;4419,28;4413,41;4463,06;;;;
;4371,06;4419,28;4413,41;4463,06;;;;
;4371,07;4419,27;4413,41;4463,06;;;;
;4371,07;4419,27;4413,41;4463,06;;;;
;4371,07;4419,27;4413,41;4463,06;;;;
;4371,08;4419,29;4413,41;4463,06;;;;
;4371,09;4419,3;4413,41;4463,06;;;;
;4371,09;4419,3;4413,41;4463,06;;;;
;4371,1;4419,31;4413,41;4463,06;;;;
;4371,11;4419,33;4413,41;4463,06;;;;
;4371,12;4419,34;4413,41;4463,06;;;;
;4371,12;4419,34;4413,41;4463,06;;;;
;4371,12;4419,34;4413,41;4463,06;;;;
;4371,12;4419,34;4413,41;4463,06;;;;
;4371,13;4419,36;4413,41;4463,06;;;;
;4371,14;4419,39;4413,41;4463,06;;;;
;4371,15;4419,4;4413,41;4463,06;;;;
;4371,15;4419,4;4413,41;4463,06;;;;
;4371,15;4419,4;4413,41;4463,06;;;;
;4371,15;4419,4;4413,41;4463,06;;;;
;4371,16;4419,4;4413,41;4463,06;;;;
;4371,16;4419,4;4413,41;4463,06;;;;
;4371,16;4419,4;4413,41;4463,06;;;;
;4371,16;4419,4;4413,41;4463,06;;;;
