Parameters:
Lambda;0.48
Initial N;10000
Delta t;0.001
T (time steps);25.2
Number of experiments;100
Nu;1

Time;FailureMean;FailureMean+Sqrt(Var);AnalyticalMean;AnalyticalMean+sqrt(Var);
;1928,66;1948,09;3242,95;3289,77;
;1940,69;1959,92;3242,99;3289,81;
;1953,13;1972,76;3243,03;3289,84;
;1964,96;1984,82;3243,06;3289,87;
;1977,20;1996,42;3243,08;3289,90;
;1989,01;2008,04;3243,11;3289,92;
;2001,58;2020,43;3243,12;3289,94;
;2013,15;2031,70;3243,14;3289,95;
;2024,35;2042,62;3243,15;3289,97;
2,00;2035,82;2053,68;3243,17;3289,98;
;2046,20;2064,22;3243,18;3289,99;
;2056,66;2074,01;3243,19;3290,00;
;2067,43;2085,64;3243,19;3290,01;
;2078,05;2096,10;3243,20;3290,01;
;2088,07;2106,14;3243,21;3290,02;
;2097,77;2115,67;3243,21;3290,02;
;2107,47;2125,29;3243,22;3290,03;
;2117,27;2135,51;3243,22;3290,03;
;2126,84;2145,78;3243,22;3290,04;
;2135,84;2155,07;3243,23;3290,04;
;2145,31;2164,88;3243,23;3290,04;
;2154,60;2175,15;3243,23;3290,04;
;2163,69;2184,57;3243,23;3290,04;
;2172,56;2193,52;3243,23;3290,05;
;2181,75;2202,73;3243,23;3290,05;
;2190,98;2212,13;3243,24;3290,05;
;2198,83;2219,81;3243,24;3290,05;
2,50;2207,94;2228,47;3243,24;3290,05;
;2216,63;2237,31;3243,24;3290,05;
;2224,78;2246,44;3243,24;3290,05;
;2233,28;2255,14;3243,24;3290,05;
;2241,54;2263,38;3243,24;3290,05;
;2249,44;2271,36;3243,24;3290,05;
;2257,35;2279,32;3243,24;3290,05;
;2265,18;2287,10;3243,24;3290,05;
;2272,21;2294,30;3243,24;3290,05;
;2280,07;2302,31;3243,24;3290,05;
;2287,55;2309,20;3243,24;3290,05;
;2295,41;2317,40;3243,24;3290,05;
;2302,99;2324,52;3243,24;3290,05;
;2310,37;2331,58;3243,24;3290,05;
;2317,99;2339,30;3243,24;3290,05;
;2324,90;2346,19;3243,24;3290,05;
;2332,06;2353,53;3243,24;3290,05;
;2339,32;2360,30;3243,24;3290,05;
3,00;2346,30;2367,45;3243,24;3290,06;
;2352,73;2373,92;3243,24;3290,06;
;2359,55;2380,77;3243,24;3290,06;
;2366,58;2387,97;3243,24;3290,06;
;2373,84;2394,96;3243,24;3290,06;
;2380,31;2401,03;3243,24;3290,06;
;2386,97;2407,90;3243,24;3290,06;
;2394,15;2415,22;3243,24;3290,06;
;2400,57;2421,18;3243,24;3290,06;
;2407,17;2428,04;3243,24;3290,06;
;2413,36;2433,69;3243,24;3290,06;
;2419,52;2439,96;3243,24;3290,06;
;2425,70;2446,31;3243,24;3290,06;
;2432,39;2452,99;3243,24;3290,06;
;2438,63;2459,40;3243,24;3290,06;
;2444,82;2464,82;3243,24;3290,06;
;2450,61;2470,48;3243,24;3290,06;
;2456,80;2476,28;3243,24;3290,06;
3,50;2462,38;2482,42;3243,24;3290,06;
;2468,18;2488,00;3243,24;3290,06;
;2473,92;2493,50;3243,24;3290,06;
;2479,69;2498,56;3243,24;3290,06;
;2485,07;2503,96;3243,24;3290,06;
;2490,61;2509,68;3243,24;3290,06;
;2496,57;2515,34;3243,24;3290,06;
;2502,01;2520,78;3243,24;3290,06;
;2507,61;2527,09;3243,24;3290,06;
;2512,49;2531,84;3243,24;3290,06;
;2517,66;2537,09;3243,24;3290,06;
;2522,93;2542,66;3243,24;3290,06;
;2528,05;2547,79;3243,24;3290,06;
;2533,22;2553,18;3243,24;3290,06;
;2538,49;2558,06;3243,24;3290,06;
;2543,15;2562,22;3243,24;3290,06;
;2548,34;2567,54;3243,24;3290,06;
;2553,81;2573,65;3243,24;3290,06;
4,00;2558,58;2578,93;3243,24;3290,06;
;2563,67;2583,58;3243,24;3290,06;
;2568,55;2588,56;3243,24;3290,06;
;2573,38;2593,65;3243,24;3290,06;
;2577,78;2598,23;3243,24;3290,06;
;2582,83;2602,91;3243,24;3290,06;
;2587,37;2607,59;3243,24;3290,06;
;2591,71;2611,77;3243,24;3290,06;
;2596,29;2616,60;3243,24;3290,06;
;2601,08;2621,54;3243,24;3290,06;
;2605,50;2626,01;3243,24;3290,06;
;2609,97;2630,64;3243,24;3290,06;
;2614,74;2635,50;3243,24;3290,06;
;2619,01;2639,40;3243,24;3290,06;
;2623,91;2644,15;3243,24;3290,06;
;2628,33;2648,88;3243,24;3290,06;
;2632,71;2653,46;3243,24;3290,06;
;2636,91;2657,87;3243,24;3290,06;
4,50;2641,55;2662,99;3243,24;3290,06;
;2645,86;2666,89;3243,24;3290,06;
;2650,35;2671,10;3243,24;3290,06;
;2654,96;2675,67;3243,24;3290,06;
;2659,67;2680,55;3243,24;3290,06;
;2664,05;2684,83;3243,24;3290,06;
;2668,60;2689,44;3243,24;3290,06;
;2672,94;2694,09;3243,24;3290,06;
;2676,91;2698,02;3243,24;3290,06;
;2680,25;2701,49;3243,24;3290,06;
;2684,23;2705,73;3243,24;3290,06;
;2688,01;2710,03;3243,24;3290,06;
;2692,27;2714,26;3243,24;3290,06;
;2696,15;2718,23;3243,24;3290,06;
;2699,57;2721,67;3243,24;3290,06;
;2703,48;2725,69;3243,24;3290,06;
;2707,64;2729,79;3243,24;3290,06;
;2711,02;2733,07;3243,24;3290,06;
5,00;2714,51;2736,99;3243,24;3290,06;
;2718,16;2741,04;3243,24;3290,06;
;2721,60;2744,39;3243,24;3290,06;
;2724,86;2747,95;3243,24;3290,06;
;2728,60;2751,28;3243,24;3290,06;
;2731,73;2754,47;3243,24;3290,06;
;2734,81;2757,85;3243,24;3290,06;
;2738,19;2761,34;3243,24;3290,06;
;2741,98;2765,16;3243,24;3290,06;
;2745,31;2768,02;3243,24;3290,06;
;2748,43;2771,30;3243,24;3290,06;
;2751,79;2774,64;3243,24;3290,06;
;2755,12;2778,11;3243,24;3290,06;
;2758,33;2781,31;3243,24;3290,06;
;2761,34;2784,36;3243,24;3290,06;
;2764,91;2787,68;3243,24;3290,06;
;2767,82;2790,68;3243,24;3290,06;
;2771,35;2794,24;3243,24;3290,06;
5,50;2774,50;2797,43;3243,24;3290,06;
;2778,00;2800,85;3243,24;3290,06;
;2781,36;2804,48;3243,24;3290,06;
;2784,62;2807,68;3243,24;3290,06;
;2787,80;2810,78;3243,24;3290,06;
;2790,94;2813,59;3243,24;3290,06;
;2793,82;2815,89;3243,24;3290,06;
;2796,91;2818,41;3243,24;3290,06;
;2799,75;2821,83;3243,24;3290,06;
;2803,02;2825,40;3243,24;3290,06;
;2806,27;2829,17;3243,24;3290,06;
;2809,45;2831,96;3243,24;3290,06;
;2812,36;2834,86;3243,24;3290,06;
;2815,40;2837,96;3243,24;3290,06;
;2818,42;2841,01;3243,24;3290,06;
;2821,81;2844,23;3243,24;3290,06;
;2824,44;2847,03;3243,24;3290,06;
;2827,01;2850,16;3243,24;3290,06;
6,00;2830,00;2852,88;3243,24;3290,06;
;2832,25;2855,34;3243,24;3290,06;
;2835,09;2858,67;3243,24;3290,06;
;2837,47;2860,55;3243,24;3290,06;
;2839,95;2862,76;3243,24;3290,06;
;2842,77;2865,34;3243,24;3290,06;
;2845,21;2867,63;3243,24;3290,06;
;2847,66;2869,76;3243,24;3290,06;
;2850,65;2872,72;3243,24;3290,06;
;2852,98;2874,83;3243,24;3290,06;
;2855,45;2877,32;3243,24;3290,06;
;2857,98;2879,66;3243,24;3290,06;
;2860,77;2882,07;3243,24;3290,06;
;2863,06;2884,23;3243,24;3290,06;
;2865,76;2886,45;3243,24;3290,06;
;2868,21;2888,94;3243,24;3290,06;
;2870,51;2891,84;3243,24;3290,06;
;2872,64;2894,06;3243,24;3290,06;
6,50;2874,88;2896,80;3243,24;3290,06;
;2877,11;2899,20;3243,24;3290,06;
;2879,26;2901,23;3243,24;3290,06;
;2881,58;2903,35;3243,24;3290,06;
;2884,38;2906,33;3243,24;3290,06;
;2886,62;2908,57;3243,24;3290,06;
;2889,27;2911,44;3243,24;3290,06;
;2892,02;2914,35;3243,24;3290,06;
;2893,94;2916,15;3243,24;3290,06;
;2895,94;2917,80;3243,24;3290,06;
;2898,10;2920,41;3243,24;3290,06;
;2900,60;2923,02;3243,24;3290,06;
;2903,08;2925,98;3243,24;3290,06;
;2905,41;2927,92;3243,24;3290,06;
;2907,44;2929,72;3243,24;3290,06;
;2909,55;2931,38;3243,24;3290,06;
;2911,38;2933,21;3243,24;3290,06;
;2913,09;2935,15;3243,24;3290,06;
