Parameters:
Lambda_f;0.001154
Beta_f;0.78
Initial N;10000
Delta t;0.001
T (time steps);150
Number of experiments;100
Nu;1

Time;FailureMean;FailureMean+Sqrt(Var);
;3,25;5,02;
;3,25;5,07;
;3,14;4,86;
;3,24;4,85;
;3,19;4,81;
;3,17;4,88;
;3,22;4,93;
;3,36;5,06;
;3,31;4,98;
;3,28;5,07;
36,50;3,22;5,01;
;3,18;4,84;
;3,11;4,88;
;2,89;4,66;
;2,93;4,71;
;2,88;4,64;
;2,87;4,49;
;2,90;4,59;
;2,86;4,75;
;2,80;4,80;
;2,73;4,62;
;2,65;4,46;
;2,72;4,51;
;2,66;4,25;
;2,70;4,29;
;2,60;4,13;
;2,64;4,10;
;2,58;4,10;
;2,55;4,06;
;2,69;4,15;
;2,78;4,23;
;2,88;4,52;
;2,81;4,53;
;2,83;4,45;
;2,85;4,50;
;2,87;4,69;
;2,81;4,60;
;2,88;4,73;
;2,85;4,73;
;2,90;4,88;
;2,95;4,72;
;3,07;4,74;
;3,12;4,85;
;3,03;4,87;
;3,04;4,94;
;3,01;4,78;
37,50;2,98;4,81;
;2,97;4,89;
;3,02;4,93;
;3,04;4,85;
;3,08;4,88;
;3,09;4,93;
;3,07;4,82;
;3,10;4,84;
;3,19;5,01;
;3,01;4,78;
;2,98;4,60;
;3,02;4,64;
;3,02;4,75;
;2,91;4,61;
;2,96;4,66;
;3,06;4,74;
;2,97;4,68;
;3,09;4,80;
38,00;3,10;4,78;
;3,14;4,85;
;3,10;4,82;
;3,05;4,79;
;3,04;4,69;
;3,12;4,87;
;3,23;5,06;
;3,15;4,97;
;3,00;4,79;
;2,87;4,60;
;2,80;4,41;
;2,90;4,60;
;2,97;4,61;
;3,06;4,81;
;2,93;4,73;
;2,86;4,63;
;2,79;4,55;
;2,89;4,78;
38,50;2,86;4,71;
;2,92;4,78;
;2,95;4,83;
;2,85;4,74;
;2,86;4,77;
;2,94;4,96;
;3,05;5,09;
;3,02;4,92;
;3,08;4,91;
;2,95;4,75;
;2,98;4,78;
;3,04;4,85;
;3,00;4,82;
;3,06;4,96;
;3,11;4,93;
;3,13;4,94;
;3,16;4,98;
;3,24;5,16;
39,00;3,24;5,12;
;3,19;4,93;
;3,20;4,87;
;3,14;4,85;
;3,18;4,97;
;3,23;5,12;
;3,20;5,03;
;3,31;5,17;
;3,30;5,21;
;3,36;5,26;
;3,40;5,34;
;3,27;5,24;
;3,17;5,11;
;3,19;4,98;
;3,08;4,83;
;3,04;4,70;
;2,96;4,67;
;2,96;4,76;
;2,94;4,73;
;2,98;4,75;
;3,02;4,84;
;2,93;4,71;
;3,01;4,81;
;3,07;4,77;
;3,13;4,79;
;3,15;4,98;
;3,02;4,80;
;2,95;4,64;
;2,98;4,62;
;2,90;4,58;
;2,85;4,52;
;2,97;4,55;
;3,01;4,62;
;2,91;4,56;
;2,75;4,31;
;2,77;4,42;
40,00;2,79;4,55;
;2,75;4,46;
;2,85;4,62;
;2,91;4,74;
;2,83;4,61;
;2,81;4,53;
;2,81;4,47;
;2,83;4,51;
;2,88;4,64;
;2,89;4,56;
;2,90;4,56;
;2,90;4,50;
;2,99;4,62;
;3,04;4,77;
;2,95;4,60;
;2,91;4,60;
;2,91;4,66;
;2,87;4,55;
40,50;2,97;4,65;
;3,08;4,78;
;3,18;4,99;
;3,15;4,96;
;3,08;4,83;
;3,09;4,88;
;3,12;4,85;
;3,24;5,02;
;3,22;4,91;
;3,25;4,88;
;3,20;4,91;
;3,28;4,92;
;3,38;5,05;
;3,31;5,02;
;3,28;4,97;
;3,28;5,14;
;3,20;5,09;
;3,17;5,04;
41,00;3,15;4,99;
;3,16;4,87;
;3,14;4,92;
;3,13;4,97;
;3,15;4,91;
;3,20;4,97;
;3,29;5,00;
;3,31;5,01;
;3,32;4,97;
;3,30;5,05;
;3,26;5,06;
;3,17;5,05;
;3,06;4,84;
;3,11;4,88;
;3,23;4,91;
;3,35;5,07;
;3,32;4,88;
;3,06;4,66;
41,50;3,00;4,61;
;3,10;4,76;
;3,14;4,70;
;3,26;4,93;
;3,23;4,93;
;3,17;4,93;
