Parameters:
Lambda_f;0.001154
Beta_f;0.78
Initial N;10000
Delta t;0.001
T (time steps);150
Number of experiments;100
Nu;1

Time;FailureMean;FailureMean+Sqrt(Var);
;3,21;4,78;
;3,28;4,78;
25,50;3,29;4,83;
;3,36;4,77;
;3,32;4,78;
;3,35;4,91;
;3,47;5,03;
;3,55;5,21;
;3,57;5,20;
;3,75;5,55;
;3,73;5,54;
;3,67;5,56;
;3,54;5,41;
;3,49;5,47;
;3,53;5,46;
;3,46;5,45;
;3,36;5,30;
;3,33;5,31;
;3,27;5,33;
;3,20;5,10;
26,00;3,30;5,21;
;3,31;5,32;
;3,21;5,17;
;3,11;5,12;
;3,15;5,03;
;3,24;5,27;
;3,33;5,36;
;3,32;5,22;
;3,32;5,19;
;3,30;5,12;
;3,25;5,04;
;3,23;5,09;
;3,27;5,19;
;3,23;5,22;
;3,25;5,25;
;3,26;5,09;
;3,08;4,80;
;3,23;4,90;
26,50;3,14;4,68;
;2,99;4,48;
;3,07;4,58;
;3,03;4,46;
;2,97;4,46;
;2,98;4,44;
;3,01;4,58;
;3,13;4,70;
;3,19;4,73;
;3,14;4,67;
;3,14;4,75;
;2,98;4,62;
;3,02;4,67;
;3,06;4,75;
;3,10;4,83;
;3,16;4,78;
;3,07;4,59;
;3,21;4,81;
27,00;3,08;4,69;
;3,09;4,61;
;3,14;4,71;
;3,25;4,85;
;3,22;4,84;
;3,20;4,86;
;3,14;4,65;
;3,13;4,64;
;3,08;4,67;
;3,22;4,85;
;3,24;4,93;
;3,27;4,93;
;3,24;4,83;
;3,26;4,95;
;3,28;5,03;
;3,20;4,86;
;3,09;4,79;
;3,08;4,69;
27,50;3,23;4,86;
;3,15;4,84;
;3,13;4,73;
;3,08;4,84;
;3,05;4,72;
;3,04;4,86;
;2,97;4,79;
;3,07;4,85;
;3,08;4,77;
;3,20;5,06;
;3,20;5,05;
;3,18;4,98;
;3,20;5,03;
;3,15;4,97;
;2,97;4,62;
;3,09;4,95;
;3,19;5,20;
;3,16;5,15;
28,00;3,26;5,29;
;3,26;5,30;
;3,19;5,27;
;3,26;5,29;
;3,23;5,17;
;3,36;5,33;
;3,28;5,12;
;3,21;5,12;
;3,29;5,25;
;3,26;5,17;
;3,29;5,14;
;3,22;5,08;
;3,28;5,18;
;3,11;4,99;
;3,17;5,14;
;3,24;5,24;
;3,17;5,10;
;3,21;5,02;
28,50;3,10;4,97;
;3,03;4,87;
;3,09;4,95;
;3,14;4,98;
;3,13;4,87;
;3,15;4,87;
;3,10;4,68;
;3,14;4,71;
;3,08;4,67;
;2,95;4,50;
;3,13;4,75;
;2,99;4,57;
;3,02;4,60;
;3,11;4,82;
;3,00;4,66;
;3,03;4,67;
;3,11;4,83;
;3,11;4,82;
29,00;3,12;4,94;
;3,05;4,86;
;3,05;4,86;
;3,22;5,10;
;3,24;5,25;
;3,24;5,40;
;3,35;5,55;
;3,38;5,49;
;3,44;5,58;
;3,52;5,70;
;3,48;5,54;
;3,52;5,57;
;3,49;5,52;
;3,55;5,74;
;3,47;5,58;
;3,39;5,37;
;3,43;5,37;
;3,51;5,44;
29,50;3,46;5,30;
;3,38;5,29;
;3,33;5,26;
;3,32;5,16;
;3,16;4,96;
;3,12;4,94;
;3,19;4,94;
;3,20;4,98;
;3,23;4,95;
;3,25;4,91;
;3,27;4,93;
;3,26;4,97;
;3,30;5,02;
;3,24;4,89;
;3,27;5,06;
;3,32;5,26;
;3,37;5,28;
;3,46;5,26;
30,00;3,50;5,25;
;3,48;5,23;
;3,50;5,27;
;3,49;5,29;
;3,51;5,26;
;3,61;5,39;
;3,62;5,39;
;3,53;5,24;
;3,46;5,21;
;3,40;5,21;
;3,31;5,05;
;3,34;4,94;
;3,36;4,86;
;3,43;5,06;
;3,47;5,07;
;3,42;5,19;
;3,42;5,07;
;3,41;5,18;
30,50;3,26;5,13;
;3,23;5,07;
;3,34;5,43;
;3,29;5,37;
;3,41;5,49;
;3,37;5,42;
;3,27;5,20;
;3,28;5,28;
;3,10;4,92;
;3,04;4,83;
;3,07;4,87;
;3,05;4,91;
;3,05;4,80;
;3,10;4,84;
;3,10;4,90;
;3,25;5,12;
;3,35;5,20;
;3,17;5,02;
31,00;3,31;5,21;
;3,23;5,02;
;3,14;4,98;
;3,04;4,84;
;3,09;4,88;
;3,06;4,81;
;3,16;5,02;
;3,08;4,74;
;3,23;4,94;
;3,21;4,87;
;3,32;5,08;
;3,25;4,94;
;3,22;4,91;
;3,26;4,97;
;3,29;5,04;
;3,23;5,02;
;3,25;4,98;
;3,26;5,02;
31,50;3,25;5,01;
;3,28;5,16;
;3,26;5,11;
;3,30;5,19;
;3,30;5,29;
;3,34;5,24;
;3,41;5,33;
;3,45;5,29;
;3,53;5,45;
;3,54;5,47;
;3,48;5,31;
;3,53;5,35;
;3,47;5,27;
;3,41;5,24;
;3,30;5,07;
;3,26;5,04;
;3,33;5,19;
;3,29;5,16;
32,00;3,21;5,08;
;3,19;4,97;
;3,06;4,73;
;3,15;4,90;
;3,25;5,07;
;3,23;5,11;
;3,03;4,65;
;2,96;4,64;
;3,04;4,81;
;3,15;4,92;
;3,12;4,98;
;3,24;5,04;
;3,43;5,30;
;3,46;5,36;
;3,42;5,32;
;3,46;5,38;
;3,48;5,51;
;3,39;5,33;
32,50;3,32;5,13;
;3,33;5,19;
;3,23;5,06;
;3,27;5,15;
;3,26;5,08;
;3,19;5,05;
;3,19;4,95;
;3,23;4,91;
;3,39;5,03;
;3,37;5,04;
;3,34;5,01;
;3,32;5,02;
;3,44;5,13;
;3,44;5,15;
;3,39;5,10;
;3,27;4,92;
;3,18;4,86;
;3,09;4,68;
33,00;3,08;4,60;
;3,00;4,57;
;2,91;4,47;
;2,91;4,42;
;2,82;4,34;
;2,91;4,41;
;2,82;4,41;
;2,77;4,27;
;2,76;4,32;
;2,85;4,47;
;2,89;4,56;
;2,81;4,36;
;2,86;4,42;
;2,98;4,71;
;3,02;4,89;
;2,99;4,82;
;2,83;4,61;
;2,93;4,76;
33,50;2,94;4,83;
;2,96;4,78;
;2,99;4,84;
;3,06;5,00;
;3,10;5,04;
;3,10;5,04;
;3,21;5,15;
;3,29;5,20;
